"","EIF4EBP1","EIF4EBP1","EIF4EBP1","EIF4EBP1","TP53BP1","ARAF","CTNNB1","AR","ATM","BAD","BAK1","BAX","BCL2","BCL2L1","CTNNB1","CTNNB1","BID","BCL2L11","BCL2L11","BRCA2","JUN","RAF1","RAF1","RAF1","CASP7","CAV1","CDK1","CHEK1","CHEK1","CHEK2","CHEK2","BIRC2","CLDN7","COL6A1","CCNB1","CCNE1","CCNE2","CDH1","EGFR","EGFR","EGFR","ESR1","ESR1","MAPK1","FN1","FOXM1","GAPDH","GATA3","GSK3B","ERBB2","ERBB2","ERBB3","ERBB3","INPP4B","MAPK8","XRCC5","MAP2K1","MAP2K1","MTOR","MTOR","MYH11","CDH2","CDKN1B","CDKN1B","CDKN1B","MAPK14","MAPK14","MAPK14","TP53","RPS6KB1","RPS6KB1","RPS6KA1","RPS6KA1","RPS6KA1","SERPINE1","PCNA","PGR","AKT1S1","PTEN","RAD50","RAD51","RB1","RB1","RBM15","RPS6","RPS6","SHC1","SRC","SRC","SRC","TSC2","TSC2","XRCC1","YBX1","YBX1"
"ACH-000768",-0.120377,0.550195,0.407309,-0.2543,-0.565493,-0.060283,-0.274334,-0.171937,0.11574,0.229067,-0.180689,0.190562,-0.211069,0.148184,-0.783397,-0.036498,-0.121292,-1.0279,-0.652238,0.338567,0.66151,0.328487,0.533209,0.189052,-0.383071,3.066147,-0.23278,0.653776,0.287523,-0.570618,-0.136381,0.598671,0.153116,-0.046084,1.065139,-0.222125,-0.094336,-0.596313,1.111098,0.669177,-0.001602,0.070502,-0.073108,-0.115004,1.70331,0.562802,0.293553,0.123172,-0.529247,-0.040879,0.007715,-0.022388,-0.195258,0.036849,0.368631,-0.373753,0.209815,0.413346,0.321008,0.272251,-0.137245,-0.550385,-0.047297,-0.069349,-0.08259,0.813162,1.263568,1.202234,1.144956,0.040307,1.276681,-0.00511,0.031091,0.01667,3.327185,-0.202577,-0.091039,0.006424,1.068604,0.009772,0.157205,-0.09629,0.677154,-0.322421,1.306655,0.832451,-0.162912,-0.22753,0.431617,-0.179955,0.513983,0.330109,-0.29842,0.034395,0.198214
"ACH-000783",1.078023,1.010414,1.211523,0.747441,1.101049,0.339352,-0.199635,2.643812,-1.44085,-0.305334,-0.076315,-0.148036,0.524461,0.778025,-2.022686,-0.098008,0.00745,1.99523,1.452382,0.079018,-0.30095,-1.026155,-0.158988,-0.291123,0.701008,-3.208588,-0.357298,-1.055196,-0.21046,-0.376503,-0.164311,0.07793,2.316138,-0.110031,-0.503434,-0.002769,0.000775,1.489355,-1.173777,-0.644181,-0.094477,1.937871,0.032111,0.61036,-1.314945,-0.871836,-0.490269,3.931537,0.289098,1.819162,0.581639,1.196753,-0.066689,0.11259,-0.1283,-0.138547,0.066919,-0.486565,0.162722,0.115245,1.030623,0.256621,0.201578,-0.070976,-0.024499,0.35367,0.568322,-0.025601,0.96531,0.391388,0.247039,0.094271,-0.271644,-0.79085,-0.590476,-0.157774,0.421534,0.59651,0.152649,0.339982,-0.554491,0.024868,-0.787045,0.325837,0.173049,0.602811,-0.081214,-0.763406,-0.747543,-1.208434,0.126142,0.747527,0.506204,0.094575,-0.41106
"ACH-000796",1.257163,0.622105,1.27158,0.774062,0.645139,0.179317,0.64225,-0.071947,0.128058,0.027362,0.209352,-0.433649,-0.838726,1.141263,1.988516,-0.112563,0.655819,-0.772576,-0.526662,0.17704,-0.615744,-0.771695,-0.322306,-0.247612,0.408652,2.73667,-0.234233,-0.198712,-0.211732,-0.115994,-0.25146,0.092949,3.016637,-0.12808,-0.356312,-0.344884,-0.330127,3.524364,1.285473,0.930659,-0.027256,-0.316736,-0.03206,0.90911,-0.768818,-1.52418,1.923187,0.692586,0.246071,0.84848,0.570534,-0.015904,-0.075055,1.171032,-0.160435,1.127187,0.319069,0.116101,0.110548,0.049717,1.43182,-0.019077,0.865364,0.004769,-0.266297,-0.08645,0.040777,0.287784,-0.038254,0.16089,-0.002597,-0.451128,-0.416883,-0.412241,-0.583711,-0.334003,-0.202119,-0.294416,0.904287,0.159144,-1.246419,-0.332026,-1.574388,0.323828,-0.247014,-0.000806,0.54024,-0.635285,-0.30229,-0.055986,-0.270451,-0.217273,-0.383189,0.126203,-0.480992
"ACH-000811",-0.722941,0.571678,-0.015497,-0.327171,0.83006,-0.5007,0.019631,-0.246537,-0.906741,0.467984,-0.113007,-0.125282,-0.712454,0.541563,-0.063012,-0.269548,-0.298063,-1.777608,-0.957241,0.228921,0.501092,-0.042658,0.008732,-0.121448,0.048669,3.834765,-0.026917,-0.195272,-0.264941,-0.901221,-0.411464,0.044368,-0.087091,0.029598,0.019972,0.082456,-0.28356,-0.110642,1.26383,1.587201,-0.153914,2.003789,0.221063,0.697892,1.877702,-0.526641,-0.734464,-0.043506,-0.123058,4.523466,4.477476,-0.546042,0.012644,0.021573,1.111375,0.006896,0.234982,0.376797,-0.349747,0.007034,1.669224,0.141155,-0.495025,-0.026587,-0.117075,0.144318,0.313617,0.777451,-0.755811,-0.221296,0.035828,0.094824,0.240641,0.743583,1.817039,0,-0.587644,0.775634,-0.454754,0.125281,-0.34741,0.070568,0.351455,0.420295,1.193025,1.230536,-0.039457,-0.648979,-0.189013,-0.485697,-0.162858,0.103371,-0.231128,0.944623,0.367265
"ACH-000818",1.154134,0.721715,1.552618,0.711022,0.329385,0.542739,0.593277,0.16121,-0.224271,-0.398184,0.164965,0.533967,0.441547,-0.156155,-0.267624,0.106453,-0.074031,-0.166971,-0.115998,0.107432,0.020983,-0.812324,-0.461516,-0.117387,-0.256698,-2.727536,-0.225933,-0.442065,-0.010858,-0.090009,0.067568,0.218034,1.696985,0.034935,-0.937596,0.214526,0.132521,4.230918,-1.201844,-0.590288,-0.120154,3.88741,1.101162,0.139355,-0.49209,-0.628327,0.84289,4.398478,0.497631,1.216428,0.284057,1.19331,-0.15189,0.725284,-0.41563,-0.294788,-0.532877,-0.471938,0.194345,0.126657,-0.117711,-0.500385,0.789359,0.350569,-0.106476,0.836481,1.320597,-1.183634,-0.130624,0.241839,0.419146,-0.490405,-0.055471,-0.252051,-0.404954,-0.409815,0.086107,-0.559888,0.386948,0.130215,-0.18549,-0.174333,-0.801667,-0.071398,-0.515776,-0.539891,0.092177,0.677536,-0.608177,-0.062779,0.464631,0.177582,0.496821,-0.120873,-0.667962
"ACH-000828",-0.666393,-0.367123,-0.784569,-0.575248,-0.494944,0.066445,-0.477631,2.121253,-1.455457,0.082228,0.414951,-0.640286,0.167329,-0.294148,-2.685181,-0.36542,-0.105104,-0.569641,-0.260291,0.104109,0.075913,-0.510048,-0.014941,0.150916,-0.584763,-3.65448,-0.175469,-0.734674,-0.099621,-0.301214,-0.33207,-0.17143,2.052334,0.6116,-0.657605,-0.268443,-0.063864,-0.965543,-1.485719,5.459786,0.29065,2.952374,1.05907,-0.088295,-0.839887,-0.357275,0.854948,4.865002,-0.080034,5.59841,5.85639,1.886343,1.071723,0.196073,-0.232013,-0.694987,-0.28431,-0.11862,-0.092597,0.147237,-0.44851,-0.517445,0.344342,0.009868,0.124123,0.228722,0.507758,-0.213815,-0.373044,0.678304,0.101585,0.110482,0.204823,0.198004,-0.641333,0.248579,-0.077231,0.107787,0.537685,-0.647445,-0.261497,-0.719299,-0.843683,-0.198916,-0.048157,0.358527,0.618947,-0.457445,0.825459,-0.352088,-0.181468,0.727708,-0.679478,-0.030909,0.003006
"ACH-000849",-0.249141,0.519542,0.181474,-0.14163,-1.439674,0.155442,-1.148883,-0.336512,-1.667679,0.419972,-0.134483,-0.200414,-0.169682,-0.480886,-0.350056,-0.173107,-0.034855,0.260708,0.167513,-0.241635,0.050071,-0.79634,-0.170772,0.142089,0.113443,-0.892496,-0.43753,0.718637,0.303581,0.262686,0.01297,-0.053347,2.877077,0.552299,0.065768,0.369604,0.204125,3.20904,3.37221,1.890111,0.401052,-0.014061,-0.114881,0.043162,-0.772139,0.225297,-0.327959,1.445171,0.413094,-2.158206,0.477379,0.486729,0.001241,-0.066985,0.157425,-0.317847,0.291285,0.09914,-0.222264,0.261395,-0.385418,-0.768634,-0.120268,0.110387,0.061241,0.304206,0.390976,0.674017,1.697033,-0.311369,1.099678,0.792816,0.173668,1.263034,-0.444036,0.709408,-0.068033,0.708847,-3.129454,-0.48127,0.032637,-0.94965,-1.445484,-0.008024,1.948254,1.915504,0.44391,-0.423422,0.421188,0.754429,-0.349887,0.010878,0.305845,-0.000843,0.273761
"ACH-000856",-0.193565,0.142774,-0.211827,-0.120368,1.015534,-0.254177,-0.108133,-0.089847,0.753027,-0.051434,-0.253603,-0.091907,0.680641,-0.532647,-0.966781,-0.29811,-0.156924,0.098594,0.082664,0.18531,-0.171451,0.244963,0.075097,0.399826,-0.396642,-0.23352,0.005468,0.068033,-0.184616,-0.050832,-0.23913,0.02703,-0.606559,0.071884,0.817999,0.18446,0.199628,1.309437,-0.530979,-0.555647,-0.266644,-0.284938,-0.326875,-0.228472,2.037615,0.427774,-1.060982,0.131209,0.581097,0.233629,0.327068,0.168328,-0.075982,0.085265,-0.25603,0.519519,-0.308712,0.478822,0.255311,0.230988,0.554123,-0.38889,1.169393,-0.027236,-0.154856,-0.022692,0.1335,0.324166,-0.019141,0.16831,0,0.586066,0.313529,1.175334,-1.197227,0.192774,-0.107349,0.098575,-2.804053,-0.011648,0.496544,0.371919,1.041054,1.188564,0.184438,0.033783,0.03375,0.343009,-0.208535,-0.296733,0.307795,-0.108068,0.21211,-0.204806,0.297277
"ACH-000857",-0.456831,0.427919,0.238743,0.645635,-0.482194,1.135013,0.868068,-0.271102,-1.666488,-0.079982,0.005692,-0.461574,-0.937316,-0.124975,0.909644,0.207469,0.019427,0.462215,0.335521,0.24719,0.586712,-1.013623,-0.53527,-0.116286,0.304401,2.362602,0.162945,-0.68457,-0.2549,-0.519735,-0.249297,0.012309,3.872813,1.629886,0.345316,0.989967,0.29495,3.671703,1.689097,1.189898,-0.153714,-0.094864,-0.224487,0.306384,2.253713,0.113188,-0.386288,0.908012,-0.563236,0.988908,1.063255,-0.206493,-0.061753,-0.024947,0.983714,-0.525452,-0.060158,-0.510449,-0.86914,-0.295423,0.444204,0.148606,-0.561867,0.048688,-0.152486,0.190915,0.177652,-0.031681,2.073281,-0.528286,0.764073,-0.100656,-0.050029,0.356848,4.021284,0.429386,0.136679,0.567253,-0.778696,-0.242541,0.488228,-0.566767,1.321004,-0.664494,0.242884,0.45851,0.586921,-0.30402,-0.17083,-0.096696,-1.115936,-0.343061,-0.262779,0.319674,0.206713
"ACH-000859",-1.045375,-0.657811,-1.110848,-0.559138,-0.593431,-0.301889,0.397656,0.858256,-1.541247,-0.081795,-0.16128,0.132371,-0.830407,0.529811,1.237578,0.15978,0.047354,-0.44183,-0.318492,0.100915,-0.54323,-0.631698,-0.176432,0.017601,0.154842,0.715904,-0.099599,-0.097502,0.039467,0.142082,-0.001797,-0.094391,3.28863,-0.543964,0.684708,0.339457,0.754073,4.039192,0.139673,3.211182,-0.001959,-0.345259,-0.107906,1.115758,-0.658824,0.136527,0.819506,1.110226,-0.400504,4.8955,4.653271,0.031835,0.107424,-0.420796,0.160696,-0.516155,0.328947,0.210706,-0.188746,0.1727,-0.097177,0.110361,-0.398511,-0.232459,0.017952,0.235768,0.500592,0.542311,0.708561,-0.305475,-0.174652,0.187506,-0.253036,-0.194147,0.140558,0.203009,-0.197046,-0.149118,-0.040394,0.520649,0.379216,0.080617,0.28947,0.125571,1.086032,1.45555,0.514642,0.197251,0.580057,-0.026479,-0.631525,-0.390778,0.053978,0.116557,-0.011389
"ACH-000876",-0.991251,-0.397921,-0.555012,-0.53992,-0.280413,0.736394,0.715185,1.926844,-0.956472,-0.01096,1.219845,-0.653275,0.062809,-0.318557,0.348636,0.268948,-0.155878,-0.220541,-0.007109,0.075084,-0.134177,0.108189,-0.459154,-0.364791,0.884931,-1.161861,-0.386695,-0.899298,-0.0202,0.27232,0.116425,-0.48179,3.470865,0.055144,-1.577887,0.028805,-0.035261,5.458931,-1.333224,-0.43032,-0.063937,1.83464,0.571104,-0.221787,-0.583697,-0.629299,0.172845,4.486492,-0.226362,0.637831,0.207506,0.690949,0.050685,0.267652,0.486077,0.062457,-0.439088,-0.543844,0.261546,-0.114222,-0.396841,-0.365723,0.412048,0.124841,0.039897,0.132969,0.688878,0.739484,0.344692,-0.222973,-0.344471,0.523055,0.172162,-0.209766,0.216774,-0.047615,0.169011,0.160772,-1.737276,-0.631622,0.095041,-0.382711,-0.854489,0.240894,0.606495,0.642247,0.170598,0.721054,-0.409899,0.021203,0.409182,0.432472,0.067491,-0.143501,-0.520367
"ACH-000885",0.139223,0.765051,0.670745,0.125501,1.043062,-0.440967,-0.536952,-0.065806,-1.707887,0.312387,-0.110426,0.863987,-0.289959,0.743245,-1.385059,-0.286963,-0.243593,-0.832352,-0.467392,-0.080447,0.23735,-0.219534,-0.39378,-0.188104,0.156692,2.489983,0.442043,-0.201549,-0.271305,0.128067,-0.115828,0.104455,-0.269877,0.032965,0.99777,0.04467,-0.384227,-0.638562,0.912394,0.456989,-0.069846,-0.288336,-0.010503,0.422028,-0.938031,0.168706,1.334244,-0.02404,-0.096992,1.371748,0.392135,-0.394605,0.172706,-0.802635,0.40321,-0.061631,0.172878,0.427626,-0.895515,-0.200687,0.060458,-0.065431,1.437467,0.040129,-0.066558,-0.105915,0.13887,1.335227,-0.5695,0.256753,0.233534,0.115071,0.206943,0.36797,-1.119774,0.656727,-0.46762,1.12397,-3.148789,-0.413224,-0.307428,0.301769,0.876308,0.488979,1.016625,0.975487,0.150965,-0.551833,0.175839,-0.21929,-0.335225,0.567166,-0.215956,0.792468,0.940813
"ACH-000902",-0.026084,0.209709,0.131478,-0.105049,0.616124,0.679369,0.542614,1.881368,-0.318522,-0.234523,-0.050497,0.631831,-0.772329,-0.268159,0.191395,0.370979,0.031494,1.315346,1.430349,0.03755,-0.335908,0.687507,0.174013,-0.238268,-0.520968,-2.819301,-0.133099,-0.011053,0.011472,0.033191,-0.271992,0.198816,3.620512,-0.564165,0.114551,0.452746,0.459732,2.532536,-0.9472,-0.483204,-0.012165,0.266651,0.260941,-0.632037,-1.206427,0.031757,-0.036519,0.418199,0.562904,0.275263,0.281007,0.820392,-0.018512,-0.512257,-0.216652,-0.298329,-0.420503,-0.585603,-0.027545,-0.017865,-0.916333,-0.425078,1.17715,-0.115013,0.20933,0.081731,0.411938,-0.553748,-0.32559,0.415571,-0.054501,0.549984,0.159413,0.853813,-0.811489,0.606132,0.463563,0.023611,-1.742178,0.133643,0.066013,-0.625411,-1.635663,-0.246046,-0.418691,-0.833597,-0.123035,1.196753,-0.556491,-0.370073,0.558253,0.036881,0.473225,-0.408396,-0.455894
"ACH-000906",0.572065,0.834857,0.83917,0.372067,0.468713,0.325736,-0.199588,0.802799,0.377987,-0.335321,0.04384,-0.250312,0.706154,-0.419789,-0.654968,-0.031413,-0.086628,-0.804955,-0.660009,0.097853,0.569775,0.440518,0.097693,-0.124754,-0.415836,3.486918,-0.238713,0.390306,-0.341607,-0.246499,-0.085631,0.767401,-0.771182,-0.548702,0.708814,-0.163435,0.137317,-1.376835,1.728188,-0.454761,-0.078085,0.121967,-0.081842,-0.233411,1.692898,0.179688,-1.396312,-0.655797,-0.081538,-2.028841,-0.712079,-0.459597,-0.221357,0.155122,-0.358278,0.610833,-0.024523,0.791569,0.155223,-0.209467,0.856284,0.245303,0.049234,0.165911,0.03273,0.245921,0.668717,-0.496953,1.700475,-0.01325,0.02585,-0.211317,0.05403,0.187786,4.527878,-0.052699,0.018165,-0.612928,-0.25733,0.07305,0.332159,-0.070783,-0.135239,-0.622277,0.068815,-0.611328,-0.087038,0.226597,-0.615072,0.658944,-0.00944,-0.52937,-0.297479,0.172327,0.136769
"ACH-000910",0.204891,0.804726,0.898184,0.317397,0.636707,0.542898,-0.516368,3.573788,-0.262793,-0.555003,0.127263,-0.264825,-0.173832,-0.003259,-2.690852,-0.190111,-0.101815,-0.102203,0.009442,0.12377,-0.239002,-0.433486,0.417347,-0.04052,0.039301,-2.380884,-0.31533,0.674232,0.124766,0.572574,-0.154693,0.404795,2.700245,-0.637016,0.663975,-0.091983,0.558749,-0.095809,-1.090918,-0.344647,0.006578,0.552833,0.181015,-0.252177,-0.616472,0.414603,0.635212,3.81135,0.557992,1.683912,0.655931,0.849516,0.290004,0.470256,-0.348081,0.816551,0.123505,-0.424274,0.113439,0.105728,-0.297553,-0.409855,0.438948,0.178579,0.041149,0.273381,0.675295,-0.634118,-0.205588,0.560284,0.541656,-1.150862,-0.231185,-0.489304,-0.523808,0.06765,-0.067829,0.179136,0.400943,0.13029,0.759029,0.401502,0.762,-0.231497,2.035285,2.058878,-0.038588,-0.89679,-0.606183,-1.321314,0.282334,0.222013,-0.071883,-0.158415,-0.493865
"ACH-000927",-0.6477,-0.480913,-0.211219,-0.659572,-0.658149,0.055229,0.554318,2.18061,-0.352139,-0.141398,-0.047744,-0.68468,1.035418,0.311165,-0.139246,-0.066006,0.096407,0.921576,0.578289,-0.217882,-0.647224,0.013814,0.615073,-0.104494,-0.357244,-2.864655,-0.308178,-0.155638,0.041232,0.079181,-0.507908,0.666646,2.834153,-0.199925,0.268026,-0.363202,0.754977,4.273629,-1.145454,-0.40093,0.046507,2.826188,0.517869,0.440924,-0.862037,-0.984489,0.096597,3.006655,1.0678,3.465626,2.703822,0.552459,-0.011415,0.191337,-0.621008,0.360119,-0.287289,-0.640671,0.372745,0.372002,-0.149833,-0.240249,0.142971,-0.167868,-0.360177,-0.10694,0.172802,-0.984018,0.837522,1.697694,1.820595,0.615149,-0.267706,-0.428833,-0.680668,0.286246,0.034561,0.396402,1.515978,-0.243749,0.321553,-0.170628,-0.157444,-0.266302,1.297184,1.869509,0.121066,-0.728148,-0.884879,0.132369,0.549474,-0.065356,-0.027335,-0.175997,0.098205
"ACH-000930",0.306371,0.74847,0.833258,0.510505,-0.858815,0.176606,0.047789,-0.273251,-2.687775,0.031146,-0.270292,-0.133287,-0.242235,0.719764,0.383382,0.220049,0.137414,1.026741,0.608874,0.343997,-0.026832,-0.580249,-0.339596,-0.050824,0.247257,-2.503048,2.840894,-0.099572,0.430658,0.580508,0.400137,-0.273282,-0.483237,0.576438,0.909301,3.115788,0.122468,3.233695,-0.331955,1.525282,-0.116861,-0.035142,-0.285784,0.759451,2.029307,-0.191296,2.043653,-0.799286,0.673524,5.952899,4.949479,1.243405,0.273192,0.170042,-0.137657,0.300465,0.189437,0.226468,-0.999205,-0.28247,0.533324,-0.043531,0.016479,0.017275,-0.281376,0.510181,0.70301,0.057988,-0.539496,-0.655786,-0.047959,-0.051493,-0.444438,-0.107506,-0.268453,0.931936,0.485497,0.533869,-2.304812,-0.384195,0.161473,-0.100812,-0.467109,-0.973402,-0.309427,0.191311,0.391928,0.731933,-0.244822,0.272574,-0.613627,0.757252,-0.166271,0.372019,0.10544
"ACH-000934",-0.47617,-0.234383,0.257374,-0.589852,-1.072386,0.335906,0.423774,1.950254,-0.647811,0.021133,-0.004703,-0.878876,0.266762,-0.329587,-0.405634,0.109325,0.012863,-0.223746,-0.080919,0.11985,-0.26478,-0.460735,-0.231181,-0.006624,0.573106,-3.114912,-0.001919,-0.248589,0.099836,-0.111053,-0.094972,-0.07233,2.636419,0.021289,-0.490163,-0.407374,0.296673,3.721467,-0.909151,0.952387,-0.06878,3.114935,0.825134,0.119631,-0.509742,-0.367266,0.802365,2.042628,0.732715,1.699306,1.035787,0.367307,-0.038548,0.778053,-0.128813,-0.199001,-0.054017,-0.006789,-0.141666,0.204456,-0.233195,-0.391316,0.344381,0.255382,-0.041753,0.392765,0.563062,0.888572,-0.354748,1.105921,1.917564,0.543545,0.074843,0.930335,-0.433036,-0.306416,0.102151,0.028235,0.853958,-0.457779,0.242086,-0.14871,-0.02603,-0.622035,1.296385,1.309401,0.408702,1.047271,0.423593,1.570023,-0.02474,0.397617,-0.116285,0.190804,-0.016845
"ACH-000936",-0.23448,0.070558,-0.21572,0.009644,1.539346,-0.044017,0.203112,-0.13138,-1.434999,-0.050592,0.043017,-0.589678,-0.187407,1.176348,0.955848,0.045586,0.230199,1.886657,1.386118,0.63668,0.138197,-1.372454,-0.789892,0.060904,1.006017,4.55558,-0.149816,-1.118189,-0.315975,0.004749,0.076993,0.084308,0.785571,0.225279,-0.988944,0.114673,-0.369292,2.071692,1.016171,-0.056905,0.056653,-0.238853,-0.09113,0.563489,2.074806,-1.273684,-0.059297,0.495288,-0.635371,0.234425,0.060109,-0.046724,-0.058518,-0.196304,-0.076864,-0.033436,-0.175994,0.037769,-0.129861,0.039174,0.327915,0.616956,-0.04139,-0.124539,-0.121808,-0.160186,-0.329433,-0.180739,2.522249,-0.582496,-0.566852,0.234108,-0.18939,-0.331228,1.265916,-0.356982,0.354135,0.0447,-3.117371,0.403788,-0.58391,-0.015814,-1.332534,0.46423,-2.422161,-2.952409,0.105141,0.268113,-0.69334,-0.612447,-0.296862,0.464449,0.275713,0.33263,-0.138984
"ACH-000947",-0.285836,0.025838,-0.023567,0.41372,0.06499,-0.052898,-0.571593,0.02888,0.418356,-0.022104,-0.030836,-0.255724,-0.396617,-0.624257,-2.836559,-0.223707,-0.26313,0.633563,0.433248,-0.384504,-0.065897,1.004915,0.409988,0.232832,-0.193089,-2.635489,0.462747,0.031542,-0.176394,0.018324,0.021785,0.101468,0.048484,-0.004732,-0.126349,0.434053,0.144259,-0.39188,-1.090946,-0.406042,-0.053308,0.013251,-0.051348,-0.04451,-0.613049,-0.232403,-1.315955,0.110979,0.212598,-0.558615,-0.102607,-0.378932,0.006991,-0.374171,-0.109205,0.343585,-0.140589,-0.044488,0.295028,0.225986,-0.338732,-0.481385,1.200748,-0.014569,0.238878,0.108836,0.238809,0.581393,-0.397287,0.444064,0.683426,-0.067509,0.210594,0.700999,-1.037382,0.029248,0.045578,0.534112,-2.916841,0.130374,0.104301,0.249134,0.182498,0.129495,1.224875,1.050147,-0.091023,0.375768,-0.160836,0.833857,0.165318,0.128031,-0.125591,-0.258559,-0.111694
"ACH-000962",0.360068,-0.068243,-0.574874,0.051194,0.091845,0.087117,-0.189647,-0.145497,-0.975952,0.143278,0.016192,-0.042876,-0.208365,-0.181582,0.26799,-0.037852,0.001492,-1.432327,-0.696534,-0.05739,-0.079494,-0.395399,0.254178,0.122977,0.542753,2.174427,-0.178565,-0.14339,-0.152717,0.17417,0.371028,0.137583,0,-0.427107,0.232909,-0.155922,-0.333636,-0.264585,1.716277,1.074389,0.182388,-0.085835,0.192157,0.050004,0.647134,-0.296376,0.773462,-0.211288,-0.165649,-0.093746,0.166513,-0.036337,0.157039,-0.180318,0.043383,0.446416,-0.455003,-0.376333,0.530965,0.32644,0.690354,0.318157,0.324215,-0.013548,0.046867,0.012847,0.137117,-0.071976,1.180531,0.080983,-0.196351,0.530316,0.051371,-0.091709,-0.546875,-0.005717,0.02486,-0.239314,0.38939,-0.178241,-0.608039,-0.162095,-0.535694,-0.047925,-0.007766,-1.246356,-0.013837,-0.060544,0.648382,-0.402548,0.397859,0.416751,-0.113748,-0.165812,-0.047285
"ACH-000966",-0.077516,-0.136286,-0.280124,-0.170487,0.68366,-0.263673,-0.611676,-0.007051,-0.277517,0.06872,0.018294,-0.088719,-0.74997,0.841623,-1.372929,-0.117474,0.243281,-0.510964,-0.300928,0.019121,-0.228129,-0.109355,0.249202,0.483139,-0.604815,0.211896,-0.251197,-0.399715,-0.144451,-0.461447,-0.252856,0.185476,0.165511,-0.10145,-0.61124,0.793186,-0.342967,-0.30003,0.433231,0.827323,0.14232,-0.338501,0.129564,0.169858,0.31187,-0.662729,0.694053,-0.187663,-0.234473,0.9699,0.558044,0.129596,0.128587,-0.219604,0.060128,0.669207,-0.206212,0.571082,-0.338545,-0.10923,0.022266,-0.274338,-0.083965,-0.149204,0.068798,-0.446172,-0.738178,-0.167881,-0.369837,0.040703,-0.164454,0.809409,0.417937,1.078379,-0.605765,0.129257,-0.009096,0.066923,-2.049267,-0.592718,-0.03621,-0.064576,-0.652134,0.582653,0.600325,-0.194717,0.527215,0.07394,0.321447,-0.030048,-0.279394,0.069068,0.227167,0.0086,0.358838
